"","eventID","higherGeography","site","verbatimLocality","locality","year","eventDate","minimumDepthinMeters","maximumDepthinMeters","samplingProtocol","samplingEffort","sampleSizeValue","decimalLongitude","decimalLatitude","geodeticDatum","Country","countryCode"
"259","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:noronha_sueste_2011_Video7","BrazilianOceanicIslands","noronha","sueste","sueste",2011,2011-10-07,1,7,"photoquadrats",5,0.0625,-32.422785,-3.86684,"decimal degrees","Brazil","BR"
"260","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_ancoras_2010_Video1","BrazilianOceanicIslands","rocas","ancoras","ancoras",2010,2010-01-29,1,7,"photoquadrats",5,0.0625,-33.80355,-3.875172222,"decimal degrees","Brazil","BR"
"261","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_ancoras_2010_Video2","BrazilianOceanicIslands","rocas","ancoras","ancoras",2010,2010-01-29,1,7,"photoquadrats",5,0.0625,-33.80355,-3.875172222,"decimal degrees","Brazil","BR"
"262","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_ancoras_2010_Video3","BrazilianOceanicIslands","rocas","ancoras","ancoras",2010,2010-01-27,1,7,"photoquadrats",5,0.0625,-33.80355,-3.875172222,"decimal degrees","Brazil","BR"
"263","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_ancoras_2010_Video4","BrazilianOceanicIslands","rocas","ancoras","ancoras",2010,2010-01-27,1,7,"photoquadrats",5,0.0625,-33.80355,-3.875172222,"decimal degrees","Brazil","BR"
"264","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_ancoras_2010_Video5","BrazilianOceanicIslands","rocas","ancoras","ancoras",2010,2010-01-27,1,7,"photoquadrats",5,0.0625,-33.80355,-3.875172222,"decimal degrees","Brazil","BR"
"265","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video1","BrazilianOceanicIslands","rocas","falsa_barreta","falsa_barreta",2012,2012-01-25,1,7,"photoquadrats",5,0.0625,-33.81884444,-3.860347222,"decimal degrees","Brazil","BR"
"266","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video2","BrazilianOceanicIslands","rocas","falsa_barreta","falsa_barreta",2012,2012-01-25,1,7,"photoquadrats",5,0.0625,-33.81884444,-3.860347222,"decimal degrees","Brazil","BR"
"267","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video3","BrazilianOceanicIslands","rocas","falsa_barreta","falsa_barreta",2012,2012-01-23,1,7,"photoquadrats",5,0.0625,-33.81884444,-3.860347222,"decimal degrees","Brazil","BR"
"268","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video4","BrazilianOceanicIslands","rocas","falsa_barreta","falsa_barreta",2012,2012-01-23,1,7,"photoquadrats",5,0.0625,-33.81884444,-3.860347222,"decimal degrees","Brazil","BR"
"269","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video5","BrazilianOceanicIslands","rocas","falsa_barreta","falsa_barreta",2012,2012-01-23,1,7,"photoquadrats",5,0.0625,-33.81884444,-3.860347222,"decimal degrees","Brazil","BR"
"270","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_falsa_barreta_2012_Video6","BrazilianOceanicIslands","rocas","falsa_barreta","falsa_barreta",2012,2012-01-23,1,7,"photoquadrats",5,0.0625,-33.81884444,-3.860347222,"decimal degrees","Brazil","BR"
"271","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_piscina_das_rocas_2010_Video1","BrazilianOceanicIslands","rocas","piscina_das_rocas","piscina_das_rocas",2010,2010-02-08,1,7,"photoquadrats",5,0.0625,-33.79191111,-3.86895,"decimal degrees","Brazil","BR"
"272","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_piscina_das_rocas_2010_Video2","BrazilianOceanicIslands","rocas","piscina_das_rocas","piscina_das_rocas",2010,2010-02-08,1,7,"photoquadrats",5,0.0625,-33.79191111,-3.86895,"decimal degrees","Brazil","BR"
"273","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_piscina_das_rocas_2010_Video3","BrazilianOceanicIslands","rocas","piscina_das_rocas","piscina_das_rocas",2010,2010-02-08,1,7,"photoquadrats",5,0.0625,-33.79191111,-3.86895,"decimal degrees","Brazil","BR"
"274","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_piscina_das_rocas_2010_Video4","BrazilianOceanicIslands","rocas","piscina_das_rocas","piscina_das_rocas",2010,2010-02-08,1,7,"photoquadrats",5,0.0625,-33.79191111,-3.86895,"decimal degrees","Brazil","BR"
"275","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_piscina_das_rocas_2010_Video5","BrazilianOceanicIslands","rocas","piscina_das_rocas","piscina_das_rocas",2010,2010-02-08,1,7,"photoquadrats",5,0.0625,-33.79191111,-3.86895,"decimal degrees","Brazil","BR"
"276","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_podes_crer_2010_Video1","BrazilianOceanicIslands","rocas","podes_crer","podes_crer",2010,2010-01-27,1,7,"photoquadrats",5,0.0625,-33.81225833,-3.872955556,"decimal degrees","Brazil","BR"
"277","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_podes_crer_2010_Video2","BrazilianOceanicIslands","rocas","podes_crer","podes_crer",2010,2010-01-27,1,7,"photoquadrats",5,0.0625,-33.81225833,-3.872955556,"decimal degrees","Brazil","BR"
"278","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_podes_crer_2010_Video3","BrazilianOceanicIslands","rocas","podes_crer","podes_crer",2010,2010-01-27,1,7,"photoquadrats",5,0.0625,-33.81225833,-3.872955556,"decimal degrees","Brazil","BR"
"279","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_podes_crer_2010_Video4","BrazilianOceanicIslands","rocas","podes_crer","podes_crer",2010,2010-01-26,1,7,"photoquadrats",5,0.0625,-33.81225833,-3.872955556,"decimal degrees","Brazil","BR"
"280","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_podes_crer_2010_Video5","BrazilianOceanicIslands","rocas","podes_crer","podes_crer",2010,2010-01-26,1,7,"photoquadrats",5,0.0625,-33.81225833,-3.872955556,"decimal degrees","Brazil","BR"
"281","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_salao_2010_Video1","BrazilianOceanicIslands","rocas","salao","salao",2010,2010-01-28,8,15,"photoquadrats",5,0.0625,-33.80944167,-3.874725,"decimal degrees","Brazil","BR"
"282","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_salao_2010_Video2","BrazilianOceanicIslands","rocas","salao","salao",2010,2010-01-28,8,15,"photoquadrats",5,0.0625,-33.80944167,-3.874725,"decimal degrees","Brazil","BR"
"283","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_salao_2010_Video3","BrazilianOceanicIslands","rocas","salao","salao",2010,2010-01-28,8,15,"photoquadrats",5,0.0625,-33.80944167,-3.874725,"decimal degrees","Brazil","BR"
"284","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_salao_2010_Video4","BrazilianOceanicIslands","rocas","salao","salao",2010,2010-01-28,8,15,"photoquadrats",5,0.0625,-33.80944167,-3.874725,"decimal degrees","Brazil","BR"
"285","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_tartarugas_2010_Video1","BrazilianOceanicIslands","rocas","tartarugas","tartarugas",2010,2010-01-24,1,7,"photoquadrats",5,0.0625,-33.80944167,-3.872986111,"decimal degrees","Brazil","BR"
"286","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_tartarugas_2010_Video2","BrazilianOceanicIslands","rocas","tartarugas","tartarugas",2010,2010-01-23,1,7,"photoquadrats",5,0.0625,-33.80944167,-3.872986111,"decimal degrees","Brazil","BR"
"287","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_tartarugas_2010_Video3","BrazilianOceanicIslands","rocas","tartarugas","tartarugas",2010,2010-01-25,1,7,"photoquadrats",5,0.0625,-33.80944167,-3.872986111,"decimal degrees","Brazil","BR"
"288","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_tartarugas_2010_Video4","BrazilianOceanicIslands","rocas","tartarugas","tartarugas",2010,2010-01-25,1,7,"photoquadrats",5,0.0625,-33.80944167,-3.872986111,"decimal degrees","Brazil","BR"
"289","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:rocas_tartarugas_2010_Video5","BrazilianOceanicIslands","rocas","tartarugas","tartarugas",2010,2010-01-25,1,7,"photoquadrats",5,0.0625,-33.80944167,-3.872986111,"decimal degrees","Brazil","BR"
"290","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_calheta_2012_Video1","BrazilianOceanicIslands","trindade","calheta","calheta",2012,2012-06-18,8,15,"photoquadrats",5,0.0625,-29.310286,-20.507457,"decimal degrees","Brazil","BR"
"291","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_calheta_2012_Video10","BrazilianOceanicIslands","trindade","calheta","calheta",2012,2012-07-21,1,7,"photoquadrats",5,0.0625,-29.310286,-20.507457,"decimal degrees","Brazil","BR"
"292","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_calheta_2012_Video11","BrazilianOceanicIslands","trindade","calheta","calheta",2012,2012-07-21,1,7,"photoquadrats",5,0.0625,-29.310286,-20.507457,"decimal degrees","Brazil","BR"
"293","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_calheta_2012_Video12","BrazilianOceanicIslands","trindade","calheta","calheta",2012,2012-07-21,1,7,"photoquadrats",5,0.0625,-29.310286,-20.507457,"decimal degrees","Brazil","BR"
"294","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_calheta_2012_Video13","BrazilianOceanicIslands","trindade","calheta","calheta",2012,2012-07-21,1,7,"photoquadrats",5,0.0625,-29.310286,-20.507457,"decimal degrees","Brazil","BR"
"295","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_calheta_2012_Video14","BrazilianOceanicIslands","trindade","calheta","calheta",2012,2012-07-21,1,7,"photoquadrats",5,0.0625,-29.310286,-20.507457,"decimal degrees","Brazil","BR"
"296","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_calheta_2012_Video15","BrazilianOceanicIslands","trindade","calheta","calheta",2012,2012-07-21,1,7,"photoquadrats",5,0.0625,-29.310286,-20.507457,"decimal degrees","Brazil","BR"
"297","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_calheta_2012_Video2","BrazilianOceanicIslands","trindade","calheta","calheta",2012,2012-06-18,8,15,"photoquadrats",5,0.0625,-29.310286,-20.507457,"decimal degrees","Brazil","BR"
"298","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_calheta_2012_Video29","BrazilianOceanicIslands","trindade","calheta","calheta",2012,2012-06-26,8,15,"photoquadrats",5,0.0625,-29.310286,-20.507457,"decimal degrees","Brazil","BR"
"299","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_calheta_2012_Video3","BrazilianOceanicIslands","trindade","calheta","calheta",2012,2012-07-03,4.5,11,"photoquadrats",5,0.0625,-29.310286,-20.507457,"decimal degrees","Brazil","BR"
"300","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_calheta_2012_Video30","BrazilianOceanicIslands","trindade","calheta","calheta",2012,2012-06-26,8,15,"photoquadrats",5,0.0625,-29.310286,-20.507457,"decimal degrees","Brazil","BR"
"301","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_calheta_2012_Video32","BrazilianOceanicIslands","trindade","calheta","calheta",2012,2012-06-26,8,15,"photoquadrats",5,0.0625,-29.310286,-20.507457,"decimal degrees","Brazil","BR"
"302","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_calheta_2012_Video33","BrazilianOceanicIslands","trindade","calheta","calheta",2012,2012-06-26,8,15,"photoquadrats",5,0.0625,-29.310286,-20.507457,"decimal degrees","Brazil","BR"
"303","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_calheta_2012_Video34","BrazilianOceanicIslands","trindade","calheta","calheta",2012,2012-06-26,8,15,"photoquadrats",5,0.0625,-29.310286,-20.507457,"decimal degrees","Brazil","BR"
"304","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_calheta_2012_Video35","BrazilianOceanicIslands","trindade","calheta","calheta",2012,2012-06-26,8,15,"photoquadrats",5,0.0625,-29.310286,-20.507457,"decimal degrees","Brazil","BR"
"305","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_calheta_2012_Video36","BrazilianOceanicIslands","trindade","calheta","calheta",2012,2012-06-26,8,15,"photoquadrats",5,0.0625,-29.310286,-20.507457,"decimal degrees","Brazil","BR"
"306","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_calheta_2012_Video4","BrazilianOceanicIslands","trindade","calheta","calheta",2012,2012-07-03,4.5,11,"photoquadrats",5,0.0625,-29.310286,-20.507457,"decimal degrees","Brazil","BR"
"307","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_calheta_2012_Video5","BrazilianOceanicIslands","trindade","calheta","calheta",2012,2012-07-03,4.5,11,"photoquadrats",5,0.0625,-29.310286,-20.507457,"decimal degrees","Brazil","BR"
"308","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_calheta_2012_Video6","BrazilianOceanicIslands","trindade","calheta","calheta",2012,2012-06-18,8,15,"photoquadrats",5,0.0625,-29.310286,-20.507457,"decimal degrees","Brazil","BR"
"309","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_calheta_2012_Video8","BrazilianOceanicIslands","trindade","calheta","calheta",2012,2012-07-21,1,7,"photoquadrats",5,0.0625,-29.310286,-20.507457,"decimal degrees","Brazil","BR"
"310","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_calheta_2012_Video9","BrazilianOceanicIslands","trindade","calheta","calheta",2012,2012-07-21,1,7,"photoquadrats",5,0.0625,-29.310286,-20.507457,"decimal degrees","Brazil","BR"
"311","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_farilhoes_2012_","BrazilianOceanicIslands","trindade","farrilhoes","farilhoes",2012,2012-07-04,1,7,"photoquadrats",5,0.0625,-29.497889,-20.522617,"decimal degrees","Brazil","BR"
"312","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_farilhoes_2012_Video28","BrazilianOceanicIslands","trindade","farrilhoes","farilhoes",2012,2012-07-25,1,7,"photoquadrats",5,0.0625,-29.497889,-20.522617,"decimal degrees","Brazil","BR"
"313","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_farilhoes_2012_Video29","BrazilianOceanicIslands","trindade","farrilhoes","farilhoes",2012,2012-07-25,1,7,"photoquadrats",5,0.0625,-29.497889,-20.522617,"decimal degrees","Brazil","BR"
"314","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_farilhoes_2012_Video46","BrazilianOceanicIslands","trindade","farrilhoes","farilhoes",2012,2012-07-02,8,15,"photoquadrats",5,0.0625,-29.497889,-20.522617,"decimal degrees","Brazil","BR"
"315","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_farilhoes_2012_Video47","BrazilianOceanicIslands","trindade","farrilhoes","farilhoes",2012,2012-07-02,8,15,"photoquadrats",5,0.0625,-29.497889,-20.522617,"decimal degrees","Brazil","BR"
"316","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_farilhoes_2012_Video48","BrazilianOceanicIslands","trindade","farrilhoes","farilhoes",2012,2012-07-02,8,15,"photoquadrats",5,0.0625,-29.497889,-20.522617,"decimal degrees","Brazil","BR"
"317","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_farilhoes_2012_Video49","BrazilianOceanicIslands","trindade","farrilhoes","farilhoes",2012,2012-07-02,8,15,"photoquadrats",5,0.0625,-29.497889,-20.522617,"decimal degrees","Brazil","BR"
"318","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_farilhoes_2012_Video50","BrazilianOceanicIslands","trindade","farrilhoes","farilhoes",2012,2012-07-02,8,15,"photoquadrats",5,0.0625,-29.497889,-20.522617,"decimal degrees","Brazil","BR"
"319","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_farilhoes_2012_Video51","BrazilianOceanicIslands","trindade","farrilhoes","farilhoes",2012,2012-07-02,8,15,"photoquadrats",5,0.0625,-29.497889,-20.522617,"decimal degrees","Brazil","BR"
"320","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_farilhoes_2012_Video52","BrazilianOceanicIslands","trindade","farrilhoes","farilhoes",2012,2012-07-02,8,15,"photoquadrats",5,0.0625,-29.497889,-20.522617,"decimal degrees","Brazil","BR"
"321","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_farilhoes_2012_Video55","BrazilianOceanicIslands","trindade","farrilhoes","farilhoes",2012,2012-07-04,1,7,"photoquadrats",5,0.0625,-29.497889,-20.522617,"decimal degrees","Brazil","BR"
"322","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_farilhoes_2012_Video57","BrazilianOceanicIslands","trindade","farrilhoes","farilhoes",2012,2012-07-04,1,7,"photoquadrats",5,0.0625,-29.497889,-20.522617,"decimal degrees","Brazil","BR"
"323","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_farilhoes_2012_Video58","BrazilianOceanicIslands","trindade","farrilhoes","farilhoes",2012,2012-07-04,1,7,"photoquadrats",5,0.0625,-29.497889,-20.522617,"decimal degrees","Brazil","BR"
"324","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_farilhoes_2012_Video59","BrazilianOceanicIslands","trindade","farrilhoes","farilhoes",2012,2012-07-04,1,7,"photoquadrats",5,0.0625,-29.497889,-20.522617,"decimal degrees","Brazil","BR"
"325","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_farilhoes_2012_Video60","BrazilianOceanicIslands","trindade","farrilhoes","farilhoes",2012,2012-07-04,1,7,"photoquadrats",5,0.0625,-29.497889,-20.522617,"decimal degrees","Brazil","BR"
"326","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_farilhoes_2012_Video61","BrazilianOceanicIslands","trindade","farrilhoes","farilhoes",2012,2012-07-04,1,7,"photoquadrats",5,0.0625,-29.497889,-20.522617,"decimal degrees","Brazil","BR"
"327","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_farilhoes_2012_Video62","BrazilianOceanicIslands","trindade","farrilhoes","farilhoes",2012,2012-08-14,8,15,"photoquadrats",5,0.0625,-29.497889,-20.522617,"decimal degrees","Brazil","BR"
"328","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_orelhas_2012_Video17","BrazilianOceanicIslands","trindade","orelha","orelhas",2012,2012-06-22,8,15,"photoquadrats",5,0.0625,-29.343099,-20.492485,"decimal degrees","Brazil","BR"
"329","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_orelhas_2012_Video18","BrazilianOceanicIslands","trindade","orelha","orelhas",2012,2012-06-22,8,15,"photoquadrats",5,0.0625,-29.343099,-20.492485,"decimal degrees","Brazil","BR"
"330","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_orelhas_2012_Video19","BrazilianOceanicIslands","trindade","orelha","orelhas",2012,2012-06-22,8,15,"photoquadrats",5,0.0625,-29.343099,-20.492485,"decimal degrees","Brazil","BR"
"331","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_orelhas_2012_Video20","BrazilianOceanicIslands","trindade","orelha","orelhas",2012,2012-06-22,8,15,"photoquadrats",5,0.0625,-29.343099,-20.492485,"decimal degrees","Brazil","BR"
"332","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_orelhas_2012_Video21","BrazilianOceanicIslands","trindade","orelha","orelhas",2012,2012-06-22,8,15,"photoquadrats",5,0.0625,-29.343099,-20.492485,"decimal degrees","Brazil","BR"
"333","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_orelhas_2012_Video22","BrazilianOceanicIslands","trindade","orelha","orelhas",2012,2012-06-22,8,15,"photoquadrats",5,0.0625,-29.343099,-20.492485,"decimal degrees","Brazil","BR"
"334","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_orelhas_2012_Video24","BrazilianOceanicIslands","trindade","orelha","orelhas",2012,2012-07-25,8,15,"photoquadrats",5,0.0625,-29.343099,-20.492485,"decimal degrees","Brazil","BR"
"335","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_orelhas_2012_Video25","BrazilianOceanicIslands","trindade","orelha","orelhas",2012,2012-07-25,8,15,"photoquadrats",5,0.0625,-29.343099,-20.492485,"decimal degrees","Brazil","BR"
"336","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_orelhas_2012_Video32","BrazilianOceanicIslands","trindade","orelha","orelhas",2012,2012-07-25,1,7,"photoquadrats",5,0.0625,-29.343099,-20.492485,"decimal degrees","Brazil","BR"
"337","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_orelhas_2012_Video51","BrazilianOceanicIslands","trindade","orelha","orelhas",2012,2012-08-10,8,15,"photoquadrats",5,0.0625,-29.343099,-20.492485,"decimal degrees","Brazil","BR"
"338","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_orelhas_2012_Video52","BrazilianOceanicIslands","trindade","orelha","orelhas",2012,2012-08-10,8,15,"photoquadrats",5,0.0625,-29.343099,-20.492485,"decimal degrees","Brazil","BR"
"339","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_orelhas_2012_Video53","BrazilianOceanicIslands","trindade","orelha","orelhas",2012,2012-08-10,8,15,"photoquadrats",5,0.0625,-29.343099,-20.492485,"decimal degrees","Brazil","BR"
"340","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_orelhas_2012_Video54","BrazilianOceanicIslands","trindade","orelha","orelhas",2012,2012-08-10,8,15,"photoquadrats",5,0.0625,-29.343099,-20.492485,"decimal degrees","Brazil","BR"
"341","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_orelhas_2012_Video55","BrazilianOceanicIslands","trindade","orelha","orelhas",2012,2012-08-10,8,15,"photoquadrats",5,0.0625,-29.343099,-20.492485,"decimal degrees","Brazil","BR"
"342","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_orelhas_2012_Video64","BrazilianOceanicIslands","trindade","orelha","orelhas",2012,2012-07-05,8,15,"photoquadrats",5,0.0625,-29.343099,-20.492485,"decimal degrees","Brazil","BR"
"343","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_orelhas_2012_Video65","BrazilianOceanicIslands","trindade","orelha","orelhas",2012,2012-07-05,1,7,"photoquadrats",5,0.0625,-29.343099,-20.492485,"decimal degrees","Brazil","BR"
"344","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_orelhas_2012_Video66","BrazilianOceanicIslands","trindade","orelha","orelhas",2012,2012-07-05,1,7,"photoquadrats",5,0.0625,-29.343099,-20.492485,"decimal degrees","Brazil","BR"
"345","BR:ReefSYN:SISBIOTA-MAR:BrazilianOceanicIslands:trindade_orelhas_2012_Video67","BrazilianOceanicIslands","trindade","orelha","orelhas",2012,2012-07-05,8,15,"photoquadrats",5,0.0625,-29.343099,-20.492485,"decimal degrees","Brazil","BR"
